Age,Gender,Occasion,Preferences,Hobbies,Job,Past Gifts,Price Range,Suggested Gifts
22,Female,Appreciation,Gaming,Knitting,Freelancer,Smartwatch,₹500-₹2000,Concert Tickets
57,Male,Wedding,Music,Hiking,Doctor,Candle Set,₹500-₹2000,Painting Kit
16,Female,Farewell,Gourmet,Gaming,Politician,Wireless Charger,₹100-₹500,Gift Card
39,Female,Farewell,Eco-friendly,Archery,Entrepreneur,Sunglasses,₹2000-₹5000,Fitness Tracker
60,Female,Farewell,Pets,Baking,Veterinarian,Board Game,₹100-₹500,Puzzle Set
34,Other,Success,Gaming,Painting,Musician,Jewelry,"₹10,000-₹20,000",Personalized Keychain
10,Female,Anniversary,Luxury,Gaming,Stock Trader,Jewelry,₹2000-₹5000,Succulent Plant Set
48,Non-binary,Acheivement,Adventure,Yoga,Musician,Portable Speaker,"₹5000-₹10,000",Perfume
77,Other,Corporate,Home Decor,Astrophotography,Entrepreneur,Board Game,₹500-₹2000,Coffee Maker
19,Prefer not to say,Milestone Hitting,Pets,Writing,Lawyer,Pet Accessories,"₹20,000+",Succulent Plant Set
35,Prefer not to say,Bachelorette,Science & Space,Sports,Student,Subscription Box,"₹10,000-₹20,000",Noise-Canceling Headphones
42,Male,Birthday,Pets,Sports,Biotechnologist,Luxury Pen,₹2000-₹5000,Mini Projector
69,Male,Graduation,Anime & Comics,Photography,Doctor,Drone,"₹5000-₹10,000",DIY Craft Kit
56,Female,Corporate,Home Decor,Painting,Entrepreneur,Headphones,"₹10,000-₹20,000",DIY Craft Kit
37,Non-binary,Success,Travel,Robotics,Stock Trader,Luxury Pen,"₹20,000+",Mini Projector
64,Other,Success,DIY,Baking,Writer,Handbag,₹500-₹2000,Painting Kit
46,Male,Festival,Fitness,Martial Arts,Athlete,Gaming Console,"₹10,000-₹20,000",Succulent Plant Set
75,Non-binary,Graduation,Art,Dancing,Pilot,Jewelry,"₹10,000-₹20,000",Camping Gear
23,Other,Anniversary,Luxury,Meditation,Student,Shoes,"₹20,000+",Concert Tickets
50,Prefer not to say,Baby Shower,Gourmet,Baking,Astronomer,Coffee Maker,₹100-₹500,Smart Home Device
16,Male,Farewell,Anime & Comics,Woodworking,Artist,Luxury Pen,"₹20,000+",Smartwatch
50,Prefer not to say,Appreciation,Science & Space,Yoga,Fashion Designer,Portable Speaker,₹2000-₹5000,Skincare Set
80,Prefer not to say,Retirement,Tech,Travel Blogging,Fashion Designer,Backpack,₹100-₹500,Action Figures
6,Other,Birthday,Tech,Car Collecting,Business Owner,Wireless Charger,"₹10,000-₹20,000",Skincare Set
59,Prefer not to say,Farewell,Art,Meditation,Chef,Limited Edition Sneakers,₹2000-₹5000,Noise-Canceling Headphones
59,Prefer not to say,Farewell,Fashion,Meditation,Stock Trader,Personalized Mug,"₹10,000-₹20,000",Sports Jersey
71,Non-binary,Farewell,Pets,Reading,Politician,Luxury Pen,₹2000-₹5000,Skincare Set
49,Other,Wedding,DIY,Reading,Student,Jewelry,"₹20,000+",Tea Collection Set
73,Female,Corporate,Pets,Cooking,Scientist,Customized Notebook,₹2000-₹5000,Action Figures
29,Non-binary,Birthday,Fitness,Car Collecting,Scientist,Shoes,₹100-₹500,Personalized Keychain
42,Female,Birthday,Spirituality,Reading,Fashion Designer,Subscription Box,₹2000-₹5000,Action Figures
74,Prefer not to say,Birthday,Fashion,Dancing,Engineer,Wireless Charger,₹500-₹2000,Smart Home Device
10,Male,Success,DIY,Gaming,Artist,Portable Speaker,₹2000-₹5000,Skincare Set
23,Female,Festival,Productivity,Singing,Doctor,Luxury Pen,"₹10,000-₹20,000",Customized Notebook
10,Non-binary,Wedding,Productivity,Martial Arts,Chef,Gift Card,"₹5000-₹10,000",Mini Projector
38,Male,Baby Shower,Anime & Comics,Photography,Teacher,Fitness Tracker,₹2000-₹5000,Skincare Set
73,Non-binary,Housewarming,Science & Space,Meditation,Entrepreneur,Board Game,₹2000-₹5000,DIY Craft Kit
7,Other,Festival,Eco-friendly,Astrophotography,Engineer,Backpack,₹500-₹2000,Comic Books
32,Other,Bachelorette,Anime & Comics,Singing,Musician,Candle Set,₹100-₹500,Wireless Charger
39,Other,Housewarming,Fashion,Writing,Designer,Drone,"₹10,000-₹20,000",Gift Card
17,Prefer not to say,Festival,Fitness,Hiking,Business Owner,Portable Speaker,"₹10,000-₹20,000",Candle Set
43,Other,Success,Tech,Yoga,Student,VR Headset,₹2000-₹5000,Comic Books
45,Male,Housewarming,Tech,Reading,Fashion Designer,Subscription Box,₹500-₹2000,E-Reader
15,Other,Appreciation,Books,Car Collecting,Student,Customized Notebook,"₹10,000-₹20,000",Succulent Plant Set
48,Female,Festival,Pets,Yoga,Writer,Subscription Box,₹500-₹2000,Massage Gun
44,Non-binary,Acheivement,Luxury,Car Collecting,Teacher,Headphones,₹100-₹500,DIY Craft Kit
63,Prefer not to say,Acheivement,Art,Astrophotography,Astronomer,Personalized Mug,"₹20,000+",Gaming Console
48,Prefer not to say,Retirement,Spirituality,Astrophotography,Fashion Designer,Pet Accessories,"₹5000-₹10,000",Personalized Keychain
35,Male,Graduation,Books,Cycling,Lawyer,Luxury Pen,"₹20,000+",Noise-Canceling Headphones
79,Female,Success,Eco-friendly,Archery,Musician,Shoes,"₹5000-₹10,000",Sports Jersey
45,Female,Wedding,Productivity,Martial Arts,Engineer,VR Headset,₹100-₹500,Handbag
7,Male,Acheivement,Eco-friendly,Yoga,Teacher,Headphones,"₹20,000+",VR Headset
67,Other,Birthday,Travel,Singing,Artist,Personalized Mug,₹500-₹2000,Smartwatch
18,Male,Farewell,Luxury,Photography,Artist,Gift Card,₹2000-₹5000,Jewelry
73,Male,Appreciation,Tech,Hiking,Athlete,Luxury Pen,"₹10,000-₹20,000",Smartwatch
67,Female,Wedding,Fashion,Painting,Artist,Book,"₹20,000+",Perfume
43,Prefer not to say,Farewell,Gaming,Podcasting,Fashion Designer,Perfume,₹500-₹2000,Book
49,Non-binary,Wedding,Pets,Cycling,Scientist,Wireless Charger,"₹20,000+",Noise-Canceling Headphones
60,Male,Farewell,Science & Space,Robotics,Veterinarian,Handbag,₹500-₹2000,Pet Accessories
46,Male,Acheivement,Eco-friendly,Gaming,Chef,Book,₹100-₹500,Camping Gear
64,Non-binary,Retirement,Collectibles,Writing,Entrepreneur,Customized Notebook,"₹10,000-₹20,000",Smartwatch
74,Other,Wedding,Art,Podcasting,Lawyer,Gift Card,"₹10,000-₹20,000",Action Figures
17,Male,Housewarming,Gourmet,Writing,Athlete,VR Headset,"₹10,000-₹20,000",Camping Gear
61,Male,Housewarming,Productivity,Podcasting,Artist,Backpack,₹100-₹500,Gift Card
41,Male,Housewarming,DIY,Woodworking,Biotechnologist,Handbag,₹500-₹2000,Laptop Stand
15,Female,Acheivement,Self-care,Martial Arts,Pilot,Candle Set,"₹20,000+",Personalized Keychain
80,Non-binary,Baby Shower,Gourmet,Astrophotography,Chef,Luxury Pen,"₹5000-₹10,000",Backpack
39,Male,Wedding,Art,Meditation,Doctor,Gift Card,₹100-₹500,VR Headset
65,Non-binary,Birthday,Music,Cooking,Scientist,Handbag,₹100-₹500,Handmade Soap Set
44,Female,Graduation,Spirituality,Hiking,Musician,Board Game,₹2000-₹5000,Skincare Set
55,Female,Anniversary,Gourmet,Travel Blogging,Business Owner,Board Game,"₹5000-₹10,000",Noise-Canceling Headphones
18,Prefer not to say,Farewell,Home Decor,Singing,Pilot,Skincare Set,"₹5000-₹10,000",Smart Speaker
72,Prefer not to say,Housewarming,Productivity,Cooking,Musician,Backpack,"₹10,000-₹20,000",Handbag
70,Male,Festival,Art,Calligraphy,Pilot,Limited Edition Sneakers,₹500-₹2000,Board Game
50,Male,Milestone Hitting,Gourmet,Martial Arts,Actor,Perfume,₹100-₹500,Perfume
5,Other,Farewell,Science & Space,Fishing,Entrepreneur,Limited Edition Sneakers,₹500-₹2000,Massage Gun
9,Prefer not to say,Housewarming,Gaming,Cycling,Chef,Concert Tickets,"₹5000-₹10,000",Smart Home Device
75,Non-binary,Housewarming,Science & Space,Cycling,Psychologist,Concert Tickets,"₹5000-₹10,000",Vinyl Records
73,Non-binary,Retirement,Eco-friendly,Reading,Lawyer,Backpack,₹500-₹2000,Handmade Soap Set
48,Male,Housewarming,Gaming,Photography,Artist,Fitness Tracker,"₹20,000+",Smart Home Device
5,Other,Farewell,Pets,Photography,Freelancer,Fitness Tracker,"₹10,000-₹20,000",Digital Drawing Tablet
77,Non-binary,Retirement,Luxury,Travel Blogging,Musician,VR Headset,₹100-₹500,Headphones
46,Prefer not to say,Corporate,Travel,Cooking,Pilot,Shoes,₹500-₹2000,Fitness Tracker
40,Female,Corporate,Music,Writing,Lawyer,Smartwatch,"₹10,000-₹20,000",Handbag
43,Non-binary,Birthday,Collectibles,Reading,Artist,Customized Notebook,₹100-₹500,Wireless Charger
79,Prefer not to say,Anniversary,Gourmet,Gardening,Politician,Handbag,₹100-₹500,Sports Jersey
27,Male,Corporate,Travel,Singing,Psychologist,Luxury Pen,"₹5000-₹10,000",Puzzle Set
40,Male,Graduation,Self-care,Singing,Astronomer,Subscription Box,₹100-₹500,Shoes
32,Prefer not to say,Housewarming,Music,Meditation,Writer,Concert Tickets,"₹5000-₹10,000",Gift Card
77,Female,Anniversary,Self-care,Photography,Student,Book,₹2000-₹5000,Personalized Keychain
58,Non-binary,Birthday,Adventure,Painting,Scientist,Coffee Maker,"₹20,000+",Luxury Pen
26,Non-binary,Anniversary,Tech,Painting,Scientist,Limited Edition Sneakers,"₹20,000+",Luxury Pen
16,Other,Festival,Tech,Painting,Astronomer,Gaming Console,₹2000-₹5000,Pet Accessories
26,Other,Appreciation,Home Decor,Singing,Teacher,Candle Set,"₹20,000+",Customized Notebook
18,Female,Acheivement,Gaming,Painting,Actor,Coffee Maker,₹2000-₹5000,Limited Edition Sneakers
14,Female,Milestone Hitting,Pets,Meditation,Teacher,Shoes,₹100-₹500,Painting Kit
49,Non-binary,Milestone Hitting,Books,Gaming,Researcher,Gaming Console,₹500-₹2000,Puzzle Set
38,Non-binary,Birthday,Travel,Car Collecting,Entrepreneur,Headphones,"₹10,000-₹20,000",Succulent Plant Set
34,Other,Housewarming,Travel,Car Collecting,Psychologist,Limited Edition Sneakers,₹100-₹500,Candle Set
55,Other,Graduation,Home Decor,Photography,Pilot,Candle Set,₹500-₹2000,Skincare Set
57,Non-binary,Acheivement,Eco-friendly,Sports,Musician,Sunglasses,"₹10,000-₹20,000",Luxury Pen
28,Female,Housewarming,Collectibles,Cooking,Veterinarian,Shoes,"₹5000-₹10,000",Running Shoes
74,Male,Farewell,Eco-friendly,Travel Blogging,Astronomer,Board Game,₹100-₹500,Shoes
79,Male,Farewell,Science & Space,Robotics,Stock Trader,Portable Speaker,₹500-₹2000,Action Figures
42,Male,Wedding,Science & Space,Meditation,Veterinarian,Jewelry,"₹10,000-₹20,000",VR Headset
61,Prefer not to say,Bachelorette,Collectibles,Podcasting,Entrepreneur,Concert Tickets,₹2000-₹5000,Candle Set
59,Prefer not to say,Success,Spirituality,Yoga,Therapist,Handbag,"₹5000-₹10,000",Coffee Maker
10,Male,Bachelorette,Tech,Painting,Politician,Limited Edition Sneakers,₹2000-₹5000,Massage Gun
69,Other,Farewell,Gourmet,Fishing,Pilot,Handbag,₹500-₹2000,Gift Card
8,Prefer not to say,Acheivement,Science & Space,Gardening,Artist,Handbag,"₹5000-₹10,000",Pet Accessories
36,Non-binary,Success,Tech,Astrophotography,Musician,Backpack,"₹10,000-₹20,000",Mini Projector
32,Female,Graduation,Fashion,Martial Arts,Researcher,Drone,"₹20,000+",Headphones
20,Prefer not to say,Wedding,Luxury,Cycling,Stock Trader,Sunglasses,₹500-₹2000,Customized Notebook
70,Other,Retirement,Collectibles,Astrophotography,Writer,Book,₹500-₹2000,Luxury Pen
76,Other,Corporate,Productivity,Gardening,Artist,Limited Edition Sneakers,₹2000-₹5000,Mini Projector
5,Prefer not to say,Birthday,Travel,Robotics,Fashion Designer,VR Headset,₹500-₹2000,Vinyl Records
54,Other,Appreciation,Anime & Comics,Calligraphy,Entrepreneur,Customized Notebook,"₹5000-₹10,000",Cooking Kit
75,Male,Milestone Hitting,Pets,Archery,Scientist,Gaming Console,"₹5000-₹10,000",Personalized Mug
13,Prefer not to say,Milestone Hitting,Adventure,Yoga,Therapist,Luxury Pen,"₹20,000+",Laptop Stand
61,Other,Corporate,Pets,Gaming,Psychologist,Luxury Pen,₹500-₹2000,Candle Set
27,Prefer not to say,Retirement,Luxury,Baking,Chef,Fitness Tracker,₹2000-₹5000,Subscription Box
37,Other,Anniversary,Fashion,Baking,Chef,Customized Notebook,₹500-₹2000,Backpack
67,Male,Appreciation,Collectibles,Writing,Psychologist,Headphones,"₹20,000+",Pet Accessories
74,Prefer not to say,Bachelorette,Home Decor,Painting,Student,Wireless Charger,"₹5000-₹10,000",Limited Edition Sneakers
36,Prefer not to say,Appreciation,DIY,Cycling,Veterinarian,Board Game,"₹10,000-₹20,000",Bluetooth Earbuds
77,Female,Retirement,Gourmet,Calligraphy,Therapist,Limited Edition Sneakers,"₹5000-₹10,000",Limited Edition Sneakers
22,Female,Corporate,Books,Yoga,Biotechnologist,Gift Card,"₹20,000+",Book
44,Male,Anniversary,Spirituality,Gaming,Astronomer,Handbag,₹500-₹2000,Subscription Box
42,Non-binary,Festival,Tech,Cooking,Doctor,Backpack,₹2000-₹5000,Personalized Keychain
7,Other,Milestone Hitting,Spirituality,Gaming,Therapist,Drone,₹2000-₹5000,Laptop Stand
42,Non-binary,Retirement,Tech,Writing,Artist,Drone,"₹10,000-₹20,000",Drone
9,Female,Graduation,Music,Fishing,Biotechnologist,Perfume,"₹20,000+",Luxury Pen
35,Male,Retirement,Fashion,Knitting,Psychologist,Wireless Charger,"₹10,000-₹20,000",Leather Wallet
60,Other,Birthday,Fitness,Cooking,Entrepreneur,Gift Card,₹2000-₹5000,Cooking Kit
28,Female,Wedding,Eco-friendly,Knitting,Teacher,Sports Jersey,₹500-₹2000,Limited Edition Sneakers
10,Non-binary,Acheivement,Anime & Comics,Writing,Freelancer,Subscription Box,"₹5000-₹10,000",Candle Set
29,Prefer not to say,Baby Shower,Anime & Comics,Photography,Politician,Board Game,₹500-₹2000,Book
38,Female,Housewarming,Adventure,Cooking,Stock Trader,Gaming Console,₹500-₹2000,Succulent Plant Set
32,Prefer not to say,Success,Travel,Painting,Fashion Designer,Sports Jersey,₹2000-₹5000,Mini Projector
31,Non-binary,Baby Shower,Spirituality,Archery,Engineer,Headphones,"₹20,000+",Smart Home Device
24,Female,Birthday,Tech,Martial Arts,Lawyer,Candle Set,₹2000-₹5000,Handbag
23,Non-binary,Milestone Hitting,Gourmet,Fishing,Scientist,Limited Edition Sneakers,"₹20,000+",Smart Speaker
35,Male,Festival,Fitness,Reading,Biotechnologist,Gift Card,₹500-₹2000,Comic Books
71,Female,Farewell,Spirituality,Singing,Athlete,Sports Jersey,₹2000-₹5000,Handmade Soap Set
75,Female,Housewarming,Art,Writing,Fashion Designer,Board Game,"₹5000-₹10,000",Laptop Stand
75,Non-binary,Appreciation,Pets,Sports,Athlete,Handbag,"₹20,000+",Tea Collection Set
21,Non-binary,Appreciation,Fashion,Podcasting,Psychologist,Book,₹2000-₹5000,Painting Kit
72,Male,Farewell,Collectibles,Car Collecting,Lawyer,Customized Notebook,"₹20,000+",Jewelry
47,Non-binary,Success,Pets,Baking,Artist,Concert Tickets,"₹10,000-₹20,000",Fitness Tracker
34,Female,Appreciation,Fashion,Gardening,Stock Trader,Luxury Pen,"₹5000-₹10,000",Tea Collection Set
67,Non-binary,Milestone Hitting,Pets,Singing,Designer,Handbag,"₹20,000+",DIY Craft Kit
13,Other,Graduation,Fitness,Photography,Teacher,VR Headset,"₹10,000-₹20,000",Drone
42,Non-binary,Retirement,Books,Calligraphy,Veterinarian,Limited Edition Sneakers,"₹10,000-₹20,000",Concert Tickets
65,Non-binary,Housewarming,Adventure,Martial Arts,Musician,Skincare Set,"₹10,000-₹20,000",Headphones
46,Other,Farewell,Fitness,Meditation,Entrepreneur,Gaming Console,₹2000-₹5000,Running Shoes
35,Non-binary,Anniversary,Home Decor,Martial Arts,Business Owner,Headphones,₹500-₹2000,Limited Edition Sneakers
8,Non-binary,Graduation,Fitness,Painting,Entrepreneur,Limited Edition Sneakers,"₹5000-₹10,000",Customized Notebook
78,Prefer not to say,Graduation,Adventure,Robotics,Designer,Customized Notebook,"₹5000-₹10,000",Painting Kit
65,Other,Housewarming,Luxury,Writing,Teacher,Book,₹100-₹500,Sports Jersey
26,Male,Festival,Eco-friendly,Baking,Scientist,Limited Edition Sneakers,"₹5000-₹10,000",Fitness Tracker
45,Other,Corporate,Fashion,Calligraphy,Stock Trader,Subscription Box,"₹20,000+",Shoes
26,Non-binary,Farewell,Productivity,Podcasting,Writer,Customized Notebook,₹100-₹500,Fitness Tracker
57,Prefer not to say,Farewell,Gourmet,Sports,Artist,Subscription Box,"₹20,000+",Smart Speaker
32,Non-binary,Success,Collectibles,Hiking,Student,Customized Notebook,₹500-₹2000,Jewelry
49,Female,Corporate,Eco-friendly,Gardening,Chef,Shoes,"₹5000-₹10,000",Board Game
75,Other,Farewell,Pets,Podcasting,Business Owner,Customized Notebook,"₹20,000+",Drone
80,Non-binary,Retirement,Home Decor,Travel Blogging,Biotechnologist,Personalized Mug,"₹5000-₹10,000",Limited Edition Sneakers
55,Female,Corporate,Art,Gaming,Writer,Backpack,"₹20,000+",Jewelry
44,Prefer not to say,Acheivement,Eco-friendly,Yoga,Freelancer,Skincare Set,"₹20,000+",Concert Tickets
13,Other,Appreciation,Pets,Travel Blogging,Fashion Designer,Drone,"₹20,000+",Fitness Tracker
29,Non-binary,Housewarming,Eco-friendly,Fishing,Biotechnologist,VR Headset,₹100-₹500,Smart Speaker
53,Other,Milestone Hitting,Tech,Martial Arts,Engineer,Customized Notebook,₹500-₹2000,Massage Gun
71,Prefer not to say,Bachelorette,Art,Writing,Writer,Personalized Mug,"₹5000-₹10,000",Puzzle Set
17,Other,Wedding,Books,Podcasting,Politician,Handbag,"₹10,000-₹20,000",Action Figures
29,Prefer not to say,Festival,Productivity,Knitting,Biotechnologist,Jewelry,"₹10,000-₹20,000",Digital Drawing Tablet
14,Female,Housewarming,Fashion,Cycling,Actor,Concert Tickets,"₹20,000+",Camping Gear
35,Non-binary,Housewarming,Adventure,Car Collecting,Doctor,Drone,₹2000-₹5000,Running Shoes
44,Non-binary,Acheivement,Pets,Hiking,Chef,Coffee Maker,₹500-₹2000,Handmade Soap Set
48,Prefer not to say,Festival,Collectibles,Photography,Actor,Limited Edition Sneakers,₹500-₹2000,Handmade Soap Set
9,Prefer not to say,Milestone Hitting,Gaming,Singing,Chef,Gift Card,"₹20,000+",Laptop Stand
24,Non-binary,Graduation,Self-care,Knitting,Freelancer,Backpack,₹2000-₹5000,Gaming Console
64,Female,Acheivement,Science & Space,Sports,Athlete,Personalized Mug,₹2000-₹5000,Bluetooth Earbuds
8,Non-binary,Milestone Hitting,Luxury,Astrophotography,Fashion Designer,Jewelry,₹2000-₹5000,Concert Tickets
20,Prefer not to say,Appreciation,Tech,Robotics,Pilot,Drone,"₹20,000+",Smart Home Device
44,Prefer not to say,Milestone Hitting,Books,Podcasting,Pilot,Jewelry,₹500-₹2000,Smart Home Device
51,Male,Retirement,Art,Podcasting,Writer,Gaming Console,₹2000-₹5000,Coffee Maker
7,Male,Birthday,Anime & Comics,Painting,Politician,Candle Set,"₹10,000-₹20,000",Portable Speaker
52,Non-binary,Graduation,Self-care,Meditation,Business Owner,Jewelry,"₹10,000-₹20,000",Cooking Kit
50,Prefer not to say,Graduation,Art,Archery,Chef,Subscription Box,"₹5000-₹10,000",Painting Kit
38,Prefer not to say,Corporate,Fashion,Meditation,Astronomer,Book,₹500-₹2000,Board Game
37,Non-binary,Milestone Hitting,Adventure,Hiking,Researcher,Concert Tickets,₹2000-₹5000,Handbag
54,Female,Housewarming,Productivity,Calligraphy,Chef,Perfume,₹500-₹2000,Book
64,Male,Housewarming,Eco-friendly,Travel Blogging,Student,Personalized Mug,₹500-₹2000,Wireless Charger
16,Prefer not to say,Graduation,Anime & Comics,Reading,Student,Portable Speaker,"₹20,000+",Massage Gun
10,Female,Corporate,Gourmet,Photography,Lawyer,Jewelry,₹100-₹500,Gift Card
11,Non-binary,Retirement,Collectibles,Woodworking,Lawyer,VR Headset,₹500-₹2000,Limited Edition Sneakers
75,Female,Acheivement,Spirituality,Knitting,Musician,Smartwatch,₹2000-₹5000,Customized Notebook
8,Non-binary,Acheivement,Music,Cycling,Entrepreneur,Sunglasses,₹500-₹2000,Fitness Tracker
16,Other,Success,Gaming,Fishing,Biotechnologist,Sports Jersey,₹2000-₹5000,Sunglasses
10,Non-binary,Wedding,Tech,Baking,Doctor,Sports Jersey,₹2000-₹5000,Smart Home Device
72,Non-binary,Acheivement,Luxury,Fishing,Teacher,Skincare Set,"₹10,000-₹20,000",Coffee Maker
26,Female,Graduation,Gourmet,Archery,Scientist,Smartwatch,"₹10,000-₹20,000",Subscription Box
11,Female,Festival,Tech,Robotics,Artist,Sunglasses,₹100-₹500,Limited Edition Sneakers
26,Male,Farewell,Spirituality,Knitting,Pilot,Backpack,"₹20,000+",E-Reader
67,Prefer not to say,Success,Home Decor,Archery,Chef,Perfume,₹500-₹2000,Smart Home Device
62,Male,Retirement,Home Decor,Car Collecting,Astronomer,Sports Jersey,"₹10,000-₹20,000",Tea Collection Set
76,Non-binary,Corporate,Fitness,Photography,Freelancer,Limited Edition Sneakers,₹500-₹2000,Mini Projector
54,Male,Success,Travel,Hiking,Politician,Luxury Pen,₹100-₹500,Shoes
44,Female,Baby Shower,Adventure,Painting,Freelancer,Headphones,₹500-₹2000,Pet Accessories
54,Non-binary,Acheivement,Self-care,Robotics,Musician,Headphones,"₹10,000-₹20,000",Handmade Soap Set
7,Other,Farewell,Tech,Singing,Business Owner,Skincare Set,₹500-₹2000,Leather Wallet
79,Other,Milestone Hitting,Eco-friendly,Travel Blogging,Chef,Fitness Tracker,₹2000-₹5000,Limited Edition Sneakers
47,Male,Bachelorette,Productivity,Robotics,Astronomer,Fitness Tracker,"₹20,000+",Board Game
80,Other,Milestone Hitting,Travel,Calligraphy,Pilot,Sunglasses,₹500-₹2000,Sunglasses
5,Non-binary,Appreciation,Spirituality,Hiking,Lawyer,Sports Jersey,₹2000-₹5000,Skincare Set
29,Prefer not to say,Acheivement,Self-care,Fishing,Entrepreneur,Pet Accessories,"₹5000-₹10,000",Pet Accessories
5,Non-binary,Wedding,Adventure,Singing,Writer,Fitness Tracker,"₹5000-₹10,000",Board Game
66,Prefer not to say,Festival,Music,Cycling,Business Owner,Perfume,"₹20,000+",Personalized Keychain
15,Non-binary,Bachelorette,Eco-friendly,Cycling,Entrepreneur,Drone,"₹20,000+",DIY Craft Kit
37,Male,Acheivement,Tech,Woodworking,Freelancer,VR Headset,₹500-₹2000,Limited Edition Sneakers
63,Female,Bachelorette,Tech,Cycling,Researcher,Portable Speaker,"₹5000-₹10,000",Candle Set
19,Prefer not to say,Baby Shower,Self-care,Archery,Freelancer,Luxury Pen,"₹10,000-₹20,000",Jewelry
78,Male,Wedding,Productivity,Sports,Student,Pet Accessories,"₹10,000-₹20,000",Perfume
47,Female,Wedding,Collectibles,Astrophotography,Artist,Book,₹100-₹500,Puzzle Set
68,Female,Birthday,Fashion,Meditation,Writer,Shoes,₹100-₹500,Mini Projector
17,Prefer not to say,Graduation,Adventure,Gardening,Musician,Sports Jersey,₹2000-₹5000,Personalized Mug
18,Non-binary,Anniversary,Self-care,Sports,Veterinarian,Drone,₹2000-₹5000,Wireless Charger
36,Non-binary,Birthday,Tech,Baking,Doctor,Sunglasses,₹100-₹500,Personalized Mug
54,Other,Corporate,Science & Space,Meditation,Engineer,Candle Set,"₹20,000+",Comic Books
42,Other,Birthday,Anime & Comics,Archery,Engineer,Sports Jersey,₹500-₹2000,Fitness Tracker
23,Non-binary,Appreciation,Luxury,Astrophotography,Actor,Luxury Pen,₹100-₹500,Board Game
38,Male,Appreciation,Gaming,Cooking,Lawyer,Coffee Maker,₹500-₹2000,Portable Speaker
45,Male,Wedding,Art,Painting,Stock Trader,Subscription Box,₹100-₹500,Fitness Tracker
6,Non-binary,Retirement,Art,Meditation,Teacher,Book,"₹5000-₹10,000",Pet Accessories
17,Non-binary,Retirement,Self-care,Cycling,Entrepreneur,Headphones,₹2000-₹5000,Portable Speaker
77,Prefer not to say,Birthday,Collectibles,Archery,Actor,Gaming Console,₹100-₹500,Smart Home Device
6,Other,Acheivement,Home Decor,Robotics,Teacher,Candle Set,₹2000-₹5000,Portable Speaker
11,Other,Farewell,Fashion,Fishing,Artist,Headphones,₹2000-₹5000,Coffee Maker
24,Prefer not to say,Success,Home Decor,Martial Arts,Fashion Designer,Customized Notebook,"₹5000-₹10,000",Noise-Canceling Headphones
74,Prefer not to say,Housewarming,Tech,Baking,Psychologist,Shoes,₹2000-₹5000,Puzzle Set
23,Male,Graduation,Gaming,Podcasting,Veterinarian,Shoes,₹2000-₹5000,Vinyl Records
25,Male,Housewarming,Collectibles,Travel Blogging,Artist,Coffee Maker,₹500-₹2000,DIY Craft Kit
69,Prefer not to say,Milestone Hitting,Self-care,Travel Blogging,Pilot,Drone,"₹10,000-₹20,000",Handbag
44,Male,Retirement,Luxury,Hiking,Writer,Backpack,"₹5000-₹10,000",Personalized Keychain
23,Male,Birthday,Luxury,Fishing,Veterinarian,Pet Accessories,₹2000-₹5000,Camping Gear
34,Male,Wedding,Books,Gardening,Stock Trader,Personalized Mug,₹100-₹500,Candle Set
59,Non-binary,Festival,Travel,Woodworking,Teacher,Pet Accessories,"₹5000-₹10,000",Noise-Canceling Headphones
12,Female,Appreciation,Adventure,Gaming,Fashion Designer,Smartwatch,₹500-₹2000,Sunglasses
37,Female,Anniversary,Anime & Comics,Astrophotography,Biotechnologist,Shoes,"₹20,000+",Customized Notebook
